,Value,Name
279,He served as the 43rd Solicitor General of the United States.  ,Paul D. Clement
279,"Before his confirmation as Solicitor General, he served as Acting Solicitor General for nearly a year and as Principal Deputy Solicitor General.  ",Paul D. Clement
279,He has argued over 90 cases before the Supreme Court.,Paul D. Clement
279,He graduated summa cum laude from Georgetown’s School of Foreign Service and graduated magna cum laude from Harvard Law School where he was the Supreme Court editor of the Harvard Law Review.   ,Paul D. Clement
279,"Following graduation, Mr. Clement clerked for Judge Laurence H. Silberman of the U.S. Court of Appeals for the D.C. Circuit, and for Associate Justice Antonin Scalia of the U.S. Supreme Court. ",Paul D. Clement
279,"After his clerkships, he served as Chief Counsel of the U.S. Senate Subcommittee on the Constitution, Federalism, and Property Rights. ",Paul D. Clement
279,Professor Clement is also a Senior Fellow at Georgetown’s Supreme Court Institute.  ,Paul D. Clement
280,"B.S., with merit, United States Naval Academy; J.D., magna cum laude, Georgetown University Law Center.",John P. Coffey
280,Professor Coffey is a partner and Chair of Complex Litigation at Kramer Levin Naftalis & Frankel LLP in New York City.,John P. Coffey
280,"Earlier in his career, Professor Coffey served as an Assistant U.S. Attorney (Criminal Division) for the Southern District of New York, litigation partner at Latham & Watkins LLP, co-managing partner at the boutique plaintiffs litigation firm Bernstein Litowitz Berger & Grossmann LLP, and co-founder of a private equity start-up focused on commercial litigation finance.",John P. Coffey
280,"An experienced and active trial lawyer, Professor Coffey has tried cases as a federal prosecutor, plaintiff’s attorney and defense attorney, including three major cases since 2013.",John P. Coffey
280,"In late 2014, he served as co-lead trial counsel for Johnson & Johnson in a breach of contract case arising out of a 2006 bidding war for Guidant Corporation; the case settled shortly after closing arguments with a $600 million payment to J&J.",John P. Coffey
280,"He also served as co-lead trial counsel for former Goldman Sachs trader Fabrice Tourre in the S.E.C. v. Tourre civil enforcement action (also known as the “Fabulous Fab” case), tried in federal court in Manhattan in July 2013.",John P. Coffey
280,"While at Bernstein Litowitz, Professor Coffey led teams that recovered almost $10 billion for defrauded securities investors and served as lead lawyer in two of the largest civil cases ever to go to trial: the WorldCom Securities Litigation and the Baptist Foundation of Arizona audit malpractice case.",John P. Coffey
280,"Professor Coffey’s role in the WorldCom prosecution was featured in two American Lawyer articles (“Taking Citi To School” (December 2004) and “Breaking The Banks” (November 2005)), and a profile in Bloomberg Markets (“Wall Street’s New Nemesis” (September 2005)).",John P. Coffey
280,"Professor Coffey was named one of the country’s “top ten” winning trial attorneys by the National Law Journal in 2005, and was repeatedly selected as one of Lawdragon‘s top 500 American lawyers prior to his retirement from Bernstein Litowitz to run for the Democratic nomination for New York Attorney General in 2010 (finishing third in a field of five candidates).",John P. Coffey
280,"A retired Navy Captain, Professor Coffey’s naval career included assignments as personal military assistant to Vice President George H.W. Bush (during which he was enrolled in the evening division at GULC) and commanding officer of a reserve P-3C Orion squadron and the reserve component of the Enterprise battle group staff.",John P. Coffey
280,Professor Coffey is a member of the Georgetown Law Board of Visitors.,John P. Coffey
280,"He also serves on the boards of Common Cause New York, the Holocaust and Human Rights Education Center, the Navy League of the United States (New York Council), Thanks",John P. Coffey
280,"USA, and Greenhope Services for Women.",John P. Coffey
282,"Ronald J. Coleman (“RJ”) is a Program Attorney and Adjunct Professor of Law at Georgetown Law, where he also hosts the “Compliance & Legal Risk” podcast, a collaboration between Georgetown Law and Ernst & Young (“EY”).",Ronald J. Coleman
282,"Before joining the law school, he was an associate for nearly seven years at Cleary Gottlieb Steen & Hamilton LLP in New York, where he handled a range of domestic and international matters.",Ronald J. Coleman
282,"A former Visiting Researcher on a McClellan Fellowship in the Oxford Poverty & Human Development Initiative at the University of Oxford and a former Fellow of the Center for the Advancement of the Rule of Law in the Americas at Georgetown Law, he has presented on various topics, organized over ten legal conferences, and his solo or co-authored work has been published or is forthcoming in law journals such as the Georgia Law Review, Texas A&M Law Review, Nebraska Law Review, Buffalo Law Review, and American Criminal Law Review, among others.  ",Ronald J. Coleman
282,"Several of his publications have been co-authored with Paul F. Rothstein, and their co-authored book on evidence with David Crump is under contract with West Academic Publishing.",Ronald J. Coleman
282,"RJ is a member of the Bars in New York, New Jersey, and Pennsylvania* and admitted to practice before the U.S. District Courts for the Southern and Eastern Districts of New York and the District of New Jersey.",Ronald J. Coleman
282,*Not authorized to practice law in the District of Columbia,Ronald J. Coleman
283,"Kate Abdoo is an attorney with the IRS office of Associate Chief Counsel (Income Tax and Accounting) in Washington D.C. Prior to joining the IRS, Kate was a tax director with PwC, LLP’s National Tax Services, focusing on Federal income tax and accounting methods, including revenue recognition, expense recognition, depreciation/amortization, and leasing.",Katharine Abdoo
283,"Prior to joining the IRS, Kate served as vice chair of the Tax Accounting Committee of the American Bar Association’s Tax Section.",Katharine Abdoo
283,Kate is also a former member of the AICPA Tax Methods and Periods’ Technical Resource Panel.,Katharine Abdoo
283,Kate holds a J.D. from Pace University Law School and an LL.,Katharine Abdoo
283,M. in Taxation from Georgetown Law Center.,Katharine Abdoo
284,"Azeka J. Abramoff is an attorney with the IRS Office of Associate Chief Counsel (International) in Washington, D.C. Previously, she has taught Corporate Tax at The George Washington University School of Business, Department of Accountancy.",Azeka J. Abramoff
284,"Prior to joining the IRS, she worked at Shearman & Sterling, LLP and KPMG LLP, where she focused on corporate and international tax.",Azeka J. Abramoff
284,"In addition, she is a member of the board and a volunteer with Community Tax Aid, a nonprofit organization that prepares tax returns for low income families.",Azeka J. Abramoff
284,She holds an LL.,Azeka J. Abramoff
284,M. in Taxation from Northwestern University School of Law and obtained her law degree from The George Washington University Law School.,Azeka J. Abramoff
285,Professor Ahanchian is a Principal within the Trade and Customs Practice of KPMG LLP’s Global Indirect,Amie J. Ahanchian
285,Tax service line.,Amie J. Ahanchian
285,Amie is a licensed U.S. Customs broker and a leader in the firm’s foreign trade zone service line and global trade management initiative.,Amie J. Ahanchian
285,Amie has 16 years of experience advising multinational companies on global indirect tax planning in the area of customs duties and fees; global import and export compliance matters; and operational supply chain benefits.,Amie J. Ahanchian
285,"Amie acquired her experience assisting clients in diverse industries with the identification and realization of return on investment from global customs duty planning, including implementation of foreign trade zones, free trade agreements/preferential trade programs, first-sale for export, tariff reengineering, customs valuation review, and other savings opportunities.",Amie J. Ahanchian
285,Amie also advises multinational companies on global import and export compliance.,Amie J. Ahanchian
285,"In the area of global trade management, Amie focuses on the development of processes, use of data analytics, and deployment of technology to manage trade compliance risk throughout the supply chain.",Amie J. Ahanchian
285,"Amie is a member of the State Bar of Texas, the District of Columbia Bar, the U.S. Court of International Trade and the U.S. Court of Appeals of the Federal Circuit.",Amie J. Ahanchian
285,Amie is a frequent speaker at trade association conferences and has published numerous articles on topical trade matters.,Amie J. Ahanchian
286,Professor Alcala is a partner at the law firm of Chadbourne & Parke LLP practicing in the Project Finance Group.  ,Marissa L. Alcala
286,Her practice focuses on representing lenders and developers in the financing and development of energy and infrastructure projects in the U.S. and abroad.  ,Marissa L. Alcala
286,She has extensive experience representing multilaterals and development banks on projects in emerging markets.  ,Marissa L. Alcala
286,Her work in the U.S. has focused on the biofuels and power sectors.,Marissa L. Alcala
287,"Roncevert (Ronce) Ganan Almond is Counsel at the U.S. Senate Committee on Commerce, Science, and Transportation.",Roncevert Ganan Almond
287,"The Commerce Committee has broad jurisdiction over matters concerning interstate commerce, science and technology policy, and transportation, as well as oversight responsibilities related to aviation, space, maritime, and communications domains.",Roncevert Ganan Almond
287,"Prior to joining the Senate, Professor Almond was a partner at law firm devoted to aerospace, transportation, and national security matters.",Roncevert Ganan Almond
287,"He has led and participated in technical assistance projects across the globe, advising government authorities on achieving compliance with international law and best practices in aviation regulation and governance.",Roncevert Ganan Almond
287,"At the United Nations, he served on the Sub-Committee of Experts on the Transport of Dangerous Goods charged with developing model regulations that serve as the basis for international agreements and national laws.",Roncevert Ganan Almond
287,"Professor Almond has written extensively on international law and national security, including as a contributing author to the book Aviation Regulation in the United States (2014) and editorial board member of the Air & Space Lawyer.",Roncevert Ganan Almond
287,"He is a regular contributor to The Diplomat, an international affairs journal for the Asia-Pacific.",Roncevert Ganan Almond
287,"His work has been published in prominent law journals, including at Yale, Harvard, Columbia, Virginia, and Tufts’ Fletcher School of Law and Diplomacy.",Roncevert Ganan Almond
287,He frequently speaks at policy and legal forums.,Roncevert Ganan Almond
287,"In addition to his Congressional career, Professor Almond has experience with the U.S. electoral politics having worked for the presidential campaigns of John Kerry, Hillary Clinton and Barack Obama.",Roncevert Ganan Almond
287,He also assisted the UN Special Court for Sierra Leone and participated in the Duke-Geneva Institute for Transnational Law as well as the Joint Program in International Human Rights Law at Oxford University.,Roncevert Ganan Almond
287,"Professor Almond holds a J.D., cum laude, and M.A. (Political Science) from Duke University and a B.A. (History), cum laude, from George Washington University.",Roncevert Ganan Almond
288,"Rachel Alpert is a Partner at Jenner & Block, where she advises clients on compliance with US sanctions and export controls requirements, related internal investigations, and US national security matters.",Rachel K. Alpert
288,"She previously served as an Attorney-Adviser in the US Department of State’s Office of the Legal Adviser, working on legal issues affecting US relations with Cuba, Venezuela, Mexico, Central America, and the Caribbean.",Rachel K. Alpert
288,"Serving as lead attorney for Cuba matters at the State Department, Ms. Alpert advised on Cuba-related issues from the re-establishment of US diplomatic relations with Cuba in 2015 through the 2019 end of the suspension of Title III of the Cuban Liberty and Democratic Solidarity Act (LIBERTAD) of 1996.",Rachel K. Alpert
288,"At the State Department, Ms. Alpert also advised on the implementation of approximately $2 billion in US foreign assistance resources, reviewed and drafted legislative text, and prepared senior leaders for Congressional testimony.",Rachel K. Alpert
288,"Prior to joining the State Department, Ms. Alpert practiced as an associate in Latham & Watkins LLP’s Export Controls, Economic Sanctions & Customs Practice and spent a year in Damascus, Syria as a Frederick Sheldon Fellow, researching the Syrian legal framework for the international response to the Iraqi refugee crisis.",Rachel K. Alpert
288,"Ms. Alpert has a JD from Harvard Law School, an MA in Middle Eastern History from Tel Aviv University, and a BA in International Studies and Political Science from Yale University.",Rachel K. Alpert
289,Scott R. Anderson is the David M. Rubenstein fellow in Governance Studies at the Brookings Institution.,Scott Anderson
289,"An experienced international lawyer and former U.S. diplomat, he previously served as an attorney-adviser in the Office of the Legal Adviser at the U.S. Department of State and as legal advisor for the U.S. Embassy in Baghdad, Iraq.",Scott Anderson
289,"In those capacities, he advised policymakers on legal matters relating to U.S. policy in the Middle East and North Africa, including counter-ISIS efforts, select Israeli-Palestinian issues, U.S.-Iraq relations, and the Yemen conflict, among other issues.",Scott Anderson
289,"He also helped to represent the Department in several litigation and international arbitration matters, including matters before the U.S. Supreme Court.",Scott Anderson
289,"In addition to his position at Brookings, Mr. Anderson is a senior editor for Lawfare, an online publication committed to the analysis of hard national security choices.",Scott Anderson
289,He is also an adjunct professor of law at the Georgetown University Law Center and a fellow with the Truman National Security Project.,Scott Anderson
289,"Directly prior to joining Brookings, Mr. Anderson was an International Affairs Fellow with the Council on Foreign Relations, a Research Fellow at the Harvard Law School Program on International Law and Armed Conflict, and an Associate of the International Security Program at the Harvard Kennedy School’s Belfer Center for Science and International Affairs.",Scott Anderson
289,He also previously served as a law clerk on the U.S. Court of Appeals for the District of Columbia Circuit.,Scott Anderson
289,Mr. Anderson is a graduate of the Yale Law School and the University of Virginia.,Scott Anderson
290,Ms. Antunes is an international attorney at the Washington DC-based law firm Wiss & Partners LLP.,Fadia Tuma Antunes
290,"Her practice focuses on corporate and contract law, cross-border business transactions, and investment and development law in emerging or transitioning countries, particularly of civil law tradition.",Fadia Tuma Antunes
290,"Prior to practicing in the United States, Ms. Antunes was an attorney in the private practice of law in Brazil, where she specialized in civil liability and corporate law.",Fadia Tuma Antunes
290,"She is licensed to practice in the District of Columbia, the State of New York, and Brazil.",Fadia Tuma Antunes
291,Professor Archampong-Gray works in the Foreign Payments Practice of the Large Business and International division of the Internal Revenue Service.,Awo Archampong-Gray
291,"She practices in international taxation, under Chapters 3 and 4 of the Code including Tax Treaties and Intergovernmental Agreements.",Awo Archampong-Gray
291,"Immediately prior to that, she was Senior Tax Manager in GE Capital and before that in the National Office of a Big Four Accounting Firm.",Awo Archampong-Gray
291,"She obtained a J.D. from Vanderbilt University Law School and a Taxation LL.M. from Georgetown University Law Center, graduating with Distinction.",Awo Archampong-Gray
291,She graduated Summa Cum Laude from Quinnipiac College with a Bachelor’s degree in Economics.,Awo Archampong-Gray
291,She is a member of the Connecticut and District of Columbia Bars and the American Bar Association as well as the Junior League of Northern Virginia.,Awo Archampong-Gray
292,Professor Armstrong has had over 20 years of experience advising leading consumer products companies on marketing and regulatory issues.,Steven Armstrong
292,"Professor Armstrong currently serves as an Independent Advisor on Food Laws and Regulation for EAS Consulting Group, a firm specializing in FDA regulatory matters.",Steven Armstrong
292,"Most recently, Professor Armstrong served as the Chief Food Law Counsel at Campbell Soup Company, where he counseled Campbell businesses on food safety, food policy, labeling and regulatory compliance, including matters involving the Food and Drug Administration, the U.S. Department of Agriculture and food agencies around the world.",Steven Armstrong
292,"Before coming to Campbell, Professor Armstrong served as the Senior Marketing Counsel at Energizer’s Schick-Wilkinson Sword Division and as the Assistant General Counsel for Marketing at Unilever United States.",Steven Armstrong
292,He also served as a regulatory and division counsel at Colgate-Palmolive Company.,Steven Armstrong
292,"Professor Armstrong has served on the Board of Directors of the Food and Drug Law Institute in Washington, D.C., and is a frequent speaker on food law issues.",Steven Armstrong
292,"Prior to beginning his in-house practice, Mr. Armstrong worked as an associate in commercial litigation and regulatory matters at Townley & Updike in New York City.",Steven Armstrong
292,"Before law school, he had over 12 years’ experience as a journalist, including five years as an editor at The Miami Herald.",Steven Armstrong
292,Professor Armstrong earned his bachelor’s degree from Harvard College and his law degree from Columbia University.,Steven Armstrong
293,"Scott is currently works at Affirm, Inc., as the Director of Government and Community Relations.",Scott B. Astrada
293,Prior to this role Scott has worked extensively in consumer financial protection and banking policy.,Scott B. Astrada
293,"Prior to Affirm, Scott has worked at the Center for Responsible Lending; the U.S. Senate Democratic Policy and Communications Center under former Minority Leader Harry Reid; an attorney in the Obama Administration at the White House Office of Management and Budget, Office of General Counsel; and a Congressional Hispanic Caucus Institute Fellow, completing his fellowship on the U.S. Senate Banking Committee, and then at Unidos (f/k/a National Council of La Raza).",Scott B. Astrada
293,Scott has worked in financial services and banking policy for over 10 years.,Scott B. Astrada
293,"He has testified before both U.S. House and Senate Committees on financial technology policy, small dollar lending regulation, consumer financial protection law and policy, and retirement security.",Scott B. Astrada
293,"Scott has provided commentary for national media outlets such as American Banker, CBS, Politico, the Atlantic, NPR, and on-camera breaking news interviews.",Scott B. Astrada
293,Scott also is an adjunct Professor of Law at Georgetown University Law Center.,Scott B. Astrada
293,"Scott has also published academic and peer reviewed articles on race, law & society, and political economy in journals such as the Harvard Latinx Law Review,  The University of Pennsylvania Journal of Law & Social Change, University of Maryland Law Journal of Race, Religion, Gender & Class, and the Georgetown Public Policy Review.  ",Scott B. Astrada
293,"Scott received his BA from the University of Wisconsin-Madison, his JD and MBA from Marquette University, and his LLM from the Georgetown University Law Center.",Scott B. Astrada
294,Dr. Attanasio is an associate at Dechert LLP.,David Attanasio
294,"He focuses his practice on international arbitration and international litigation matters, and especially those with significant issues of public international law or foreign law .",David Attanasio
294,"Dr. Attanasio has experience under the ICSID, UNCITRAL, ICDR, and SCC rules and in the energy, oil and gas, mining, and construction sectors.",David Attanasio
294,Dr. Attanasio currently serves on the Board of Directors of the International Law Association (American Branch) and as co-Chair of the International Law Association (American Branch) Investment Law Committee.  ,David Attanasio
294,He also regularly teaches at the International Law Institute’s annual program on International Investment Treaties and Investor-State Arbitration.  ,David Attanasio
294,"Previously, Dr. Attanasio received a Fulbright Fellowship to conduct research on remedies for human rights violations.",David Attanasio
294,"He has been a visiting professor of law at the Universidad de los Andes and an associate professor of law at the Universidad Jorge Tadeo Lozano, both in Bogotá, Colombia.",David Attanasio
295,Prof. Baeyens joined Robert F. Kennedy Human Rights in June 2014 and currently serves as the VP of international advocacy and litigation.,Angelita K. Baeyens
295,"She previously served at the United Nations from March 2012 to May 2014 as Political Affairs Officer in the Americas Division of the UN Department of Political Affairs in New York, covering the Caribbean region.",Angelita K. Baeyens
295,Prof.,Angelita K. Baeyens
295,"Baeyens also worked at the Inter-American Commission on Human Rights (IACHR) in Washington D.C. between 2006 – 2012 in various capacities, including Special Assistant to the Executive Secretary and Coordinator of the Rapporteurship on Human Rights Defenders of the IACHR.",Angelita K. Baeyens
295,"A dual Belgian and Colombian citizen, Prof.",Angelita K. Baeyens
295,Baeyens holds a Law Degree from the University of Ibague (Colombia) and an LL.,Angelita K. Baeyens
295,M in International Human Rights Law from the University of Notre Dame (United States).,Angelita K. Baeyens
296,Leonard is Head of Computer Crime and Intellectual Property Section’s (CCIPS) Cybersecurity Unit and Special Counsel for National Security in the Department of Justice’s (DOJ) Criminal Division.,Leonard Bailey
296,He joined DOJ’s Terrorism and Violent Crime Section in 1991.,Leonard Bailey
296,"In the late 1990’s, he served as Special Counsel and Special Investigative Counsel to DOJ’s Inspector General and supervised sensitive investigations of Department officials and programs.",Leonard Bailey
296,"In 2000, he joined CCIPS where he has prosecuted computer crime and intellectual property cases; advised on matters related to searching and seizing electronic evidence and conducting electronic surveillance; and chaired the Organization of American States’ Group of Government Experts on Cybercrime.",Leonard Bailey
296,"In 2009, he moved to DOJ’s National Security Division where he was Senior Counselor to the Assistant Attorney General for National Security and focused on critical infrastructure protection, offensive and defensive cyber policy, and application of national security cyber authorities in criminal matters.",Leonard Bailey
296,"He next served as an Associate Deputy Attorney General in the Office of the Deputy Attorney General, where he coordinated DOJ’s cyber policy and initiatives and the cyber-related work DOJ conducted with the National Security Council.",Leonard Bailey
296,He returned to CCIPS in 2013 where he currently leads their work on cybersecurity policy.,Leonard Bailey
296,Leonard is a graduate of Yale University and Yale Law School.,Leonard Bailey
296,"He has taught courses on cybersecurity and cybercrime at Georgetown Law School and Columbus School of Law in Washington, D.C.",Leonard Bailey
297,Alexis Chandler is an associate at Squire Patton Boggs in the Public & Infrastructure Finance Practice,Alexis Baker Chandler
297,Group.,Alexis Baker Chandler
297,"At Squire, Alexis works with other practice group members in all areas of municipal finance, including finance for airports, higher education, healthcare and cultural facilities, water and sewer facilities, and multifamily housing.",Alexis Baker Chandler
297,Alexis loves negotiating and finds herself using it in her profession as well as in personal matters.,Alexis Baker Chandler
297,She graduated from Georgetown Law in 2018.,Alexis Baker Chandler
298,Analia Banfi is a Human Rights Specialist at the Inter-American Commission on Human Rights (IACHR) since 2007.,Sandra A. Banfi
298,"She holds a B.A. in International Relations and a J.D. equivalent from the Universidad de la República, Montevideo, Uruguay.",Sandra A. Banfi
298,"She specialized in international human rights law at the Université de Paris II, Panthéon-Assas, where she earned a Master’s degree in Human Rights and Humanitarian Law.",Sandra A. Banfi
298,"Her previous experience includes a fellowship at the Justice Studies Center of the Americas in Santiago, Chile, and an internship at the Inter-American Court of Human Rights and at the Coalition for the International Criminal Court in Brussels.",Sandra A. Banfi
298,She also participated in the drafting of international instruments at UNESCO in Paris.,Sandra A. Banfi
298,"Ms. Banfi is co-author of the book Introducción al Derecho Internacional de Protección de los Derechos Humanos, published in April 2011 by the Fundación de Cultura Universitaria, Uruguay.",Sandra A. Banfi
298,In 2012 she earned a Certificate in International Migration Studies from Georgetown University School of Continuing Studies.,Sandra A. Banfi
299,Professor Barale is a specialist in the legal aspects of doing business in China.,Lucille Barale
299,"In practice for more than 25 years, she advised foreign companies on direct investments, mergers and acquisitions, as well as technology licensing, engineering and construction projects, distribution and retailing operations, and the protection of intellectual property rights in China.",Lucille Barale
299,"Ms. Barale started her career in Hong Kong with Coudert Brothers, then moved to their Beijing office in 1993, where she worked through July 1989.",Lucille Barale
299,"She then spent the next four years in the firm’s Washington, D.C. office, working with US-based clients on their China projects.",Lucille Barale
299,"In 1993, she joined the Frankfurt office of Freshfields Bruckhaus Deringer, where she advised European companies on their China projects through the firm’s London, Paris and Frankfurt offices.",Lucille Barale
299,"In 1996, she moved back to Hong Kong as a partner in the firm, travelling frequently to the Beijing and Shanghai offices.",Lucille Barale
299,She retired from Freshfields Bruckhaus Deringer at the end of 2006.,Lucille Barale
299,"During her years in China, Ms. Barale took an active role in the American Chamber of Commerce in the People’s Republic of China, especially in promoting its recognition by the PRC government.",Lucille Barale
299,"In 1989, she was elected President of AmCham China.",Lucille Barale
299,"Later in Hong Kong, Ms. Barale continued to be active in the American Chamber of Commerce, first as chair of the China Business Committee, then as a member of the board of governors.",Lucille Barale
299,"In 2004, she was elected as Chair to lead the American Chamber in Hong Kong.",Lucille Barale
299,"In 2005, Ms. Barale chaired the AmCham Charitable Foundation.",Lucille Barale
299,Ms. Barale has advised on a wide variety of China projects ranging from cars and chemical plants to pharmaceuticals and franchising.,Lucille Barale
299,She has also advised multinational corporations on the restructuring of joint ventures and the expansion of operations in China.,Lucille Barale
300,"A.B., summa cum laude, Bowdoin; J.D., Cornell.",Barry P. Barbash
300,"A.B., summa cum laude, Bowdoin College; J.D., Cornell.",Barry P. Barbash
300,Professor Barbash is the senior member of Willkie Farr and Gallagher LLP’s  Asset Management Group.,Barry P. Barbash
300,His practice includes advising financial services company clients on a wide range of transactions and regulatory matters.,Barry P. Barbash
300,"Among his areas of particular expertise are: alternative investments including hedge funds, regulated and non-regulated funds of funds, and private equity funds, mutual funds, closed-end funds, exchange-traded funds, business development companies, and other registered investment companies; fund governance matters; mergers and acquisitions in the investment management industry; and investment management distribution and marketing matters, and operational policies, practices and systems.",Barry P. Barbash
300,Previously he was a Partner with another New York-based law firm.,Barry P. Barbash
300,"For five years prior to becoming a private practioner in 1998, he served as the Director of the U.S. Securities and Exchange Commission’s Division of Investment Management, in which capacity he had principal oversight responsibility for the U.S. mutual fund industry, U.S. and non-U.S. investment managers and U.S. based or sponsored private funds, including hedge funds.",Barry P. Barbash
301,"Beau Barnes is an attorney in the Washington, DC office of Kobre & Kim LLP, where he represents individuals and companies facing government investigations, prosecutions, and regulatory enforcement actions related to national security, fraud and corruption, and privacy and cybersecurity issues.",Beaudre D. Barnes
301,"A member of the firm’s pro bono committee, Beau maintains an active pro bono practice focused on representing defendants facing federal criminal charges.",Beaudre D. Barnes
301,"Beau has written widely on national security law, economic sanctions, and cross-border investigations and litigation.",Beaudre D. Barnes
301,"Before joining Kobre & Kim, Beau practiced at Goodwin Procter LLP and clerked for the Honorable Nathaniel M. Gorton of the U.S. District Court for the District of Massachusetts.",Beaudre D. Barnes
301,"He is a graduate of Lewis & Clark College, the Fletcher School of Law & Diplomacy, and Boston University Law School.",Beaudre D. Barnes
302,"LL.B. (Hons), London Guildhall University; J.D., Mercer University, Walter F. George School of Law; LL.M. (Int’l & Comp. Law), with distinction, Georgetown University Law Center; LL.M. (Tax), with distinction, Georgetown University Law Center.",Rafic H. Barrage
302,"Professor Barrage is a partner in the Washington, D.C. office of Baker & McKenzie’s Tax Practice Group.",Rafic H. Barrage
302,He has over 18 years of broad international tax planning and controversy experience.,Rafic H. Barrage
302,"Professor Barrage advises clients on a variety of issues, including restructuring and entity rationalization, IP migration, supply chain planning and principal structures, software and cloud computing, deferral and repatriation planning, foreign tax credit planning, and pre- and post-acquisition planning.",Rafic H. Barrage
302,Professor Barrage is a recognized leader in his field by The Legal 500 (2010 and 2011) (described as one of the “impressive younger partners” and “technically very strong”) and as one of the Tax Controversy Leaders by the International Tax Review (2011 and 2012).,Rafic H. Barrage
302,Professor Barrage regularly advises US corporations operating overseas and foreign corporations and individuals operating and investing in the United States on a broad range of international tax issues.,Rafic H. Barrage
302,"Among other industries, Professor Barrage’s practice focuses on the software and high-technology, pharmaceutical and life sciences, and the shipping (container and cruise line) industries.",Rafic H. Barrage
302,"Professor Barrage has spoken and written on numerous U.S. international tax topics, including for the Tax Executives Institute, the Organization for International Investment, the OECD International Tax Conference, BNA Bloomberg, and the Pacific Rim Tax Institute.",Rafic H. Barrage
302,"Prior to joining Baker & McKenzie, Professor Barrage was a partner in the Washington, D.C. office of Mayer Brown.",Rafic H. Barrage
302,He has been a member of the Georgetown Law adjunct faculty since 2013.,Rafic H. Barrage
303,"Lindsey Barrett is a Fritz Family Fellow at the Institute for Technology Law & Policy at Georgetown Law, where she co-teaches the Technology Law & Policy Investigations Practicum and conducts cross-disciplinary research on privacy law and policy.",Lindsey Barrett
303,"Previously, she represented nonprofits in technology policy matters before federal agencies as a staff attorney and teaching fellow at Georgetown Law’s Communications & Technology Law Clinic.",Lindsey Barrett
303,"Her scholarship on consumer privacy and the Fourth Amendment has been published in a number of law journals, including the Seattle Law Review, the Georgetown Law Journal, and the Georgetown Law Technology Review, which she co-founded, while her other writing has been featured in popular publications like Slate, Fast Company, and Techdirt.",Lindsey Barrett
303,"She received her B.A. from Duke cum laude, and both an LL.",Lindsey Barrett
303,M. in advocacy with distinction and her law degree from Georgetown.,Lindsey Barrett
304,Professor Barrie is a Partner in the law firm of Bryan Cave Leighton Paisner LLP.,John P. Barrie
304,He is the former Attorney-Advisor to the Honorable Leo H. Irvin of the U.S. Tax Court.,John P. Barrie
304,"Professor Barrie has chaired several committees on tax issues of the ABA and is a member of tax sections of state bars and bar associations in California, Missouri, New York and the District of Columbia.",John P. Barrie
304,He is a member of the American Bar Association Section on Taxation and is a past vice-chair to the section.,John P. Barrie
304,"He is a past chair, Committee on Affiliated and Related Corporations; past chair, Committee on IRS Regional Liaison Meetings, past chair, Committee on Government Submissions, past Council Director to the section and a member of the American Bar Association Section on Litigation; past chair, Subcommittee on State and Local Tax Controversies and Litigation, the Missouri Bar (past chair, Taxation Committee); the State Bar of California (member, Tax Section), the District of Columbia Bar (member, Tax Section, past chair), the Bar Association of Metropolitan St. Louis (member, Tax Section), the New York State Bar (member, Tax Section), and the Executive Committee of the National Association of State Bar Tax Sections (past chair); Fellow and Regent (2nd Circuit), American college of Tax Counsel; listed in the The Best Lawyers in America.",John P. Barrie
305,"Mr. Bassin is a Senior Policy Advisor focused on Transitional Justice for the US Department of State’s Office of Global Criminal Justice where he provides expert policy advice on issues related to transitional justice, as well as issues related to international criminal law, international human rights law and international humanitarian law more generally.",Ari S. Bassin
305,"He has previously worked for organizations including the International Center for Transitional Justice (ICTJ), the World Bank, the International Organization for Migration, and Mercy Corps providing expert technical advice and support on issues related to transitional justice, peace building and conflict mitigation and management.",Ari S. Bassin
305,"Mr. Bassin’s work has engaged with issues in Sri Lanka, Burma, Nepal, Indonesia, the Philippines, Cambodia, Thailand, Japan, Timor-Leste, the Solomon Islands, Colombia, Guatemala, Cote d’Ivoire, Mali, Sri Lanka, Iraq, Israel/Palestine, Sierra Leone, and Rwanda.",Ari S. Bassin
305,"Mr. Bassin has published on issues related to transitional justice, peace building, human rights, institutional reform, and international criminal law.",Ari S. Bassin
306,"Professor Bates is a partner of Baker & Hostetler LLP in Washington, DC.  ",John Bates
306,"He practices international and corporate tax law, focusing on planning, transactions, and controversies involving international tax matters.  ",John Bates
306,"He advises clients in a number of industries on both inbound and outbound tax matters and regularly represents clients before the IRS, including in audits, appeals, and treaty competent authority requests.  ",John Bates
306,He speaks and writes frequently on international tax matters.,John Bates
307,"Professor Beckwith is a partner with Baker & Hostetler LLP, where he specializes in tax and business counseling with an emphasis on personal wealth planning and charitable transfers.",Edward J. Beckwith
307,"He created, and for 19 years, Chaired the Advanced Estate Planning Institute within the Continuing Legal Education department at the Georgetown Law Center.",Edward J. Beckwith
307,Professor Beckwith has served as a Regent at the American College of Trust and Estate Council as well as State Chair in the District of Columbia and Chair of its Charitable Planning and Exempt Organizations Committee and its special Study Committee on Philanthropy.,Edward J. Beckwith
307,He has served as the President of the ACTEC Foundation and heads Baker & Hostetler’s Tax-Exempt Practice Group.,Edward J. Beckwith
308,Beth Bell serves as Policy Director and Tax Counsel for the U.S. Senate Committee on Small Business and Entrepreneurship in the office of Senator Ben Cardin (D-MD).  ,Beth Bell
